symbol,yahoo,name,sector,exchange,sp500,tier,market_cap
LYV,LYV,Live Nation Entertainment,Communication Services,NYSE,1,Large cap,42569613148
WCN,WCN,Waste Connections Inc.,Industrials,NYSE,0,Large cap,42548564418
CCJ,CCJ,Cameco Corporation,Materials,NYSE,0,Large cap,42416556727
DHI,DHI,D. R. Horton,Consumer Discretionary,NYSE,1,Large cap,42257267418
UAL,UAL,United Airlines Holdings,Industrials,NASDAQ,1,Large cap,42053073500
PRU,PRU,Prudential Financial,Financials,NYSE,1,Large cap,41841600000
AIG,AIG,American International Group,Financials,NYSE,1,Large cap,41769646090
FMX,FMX,Fomento Economico Mexicano S.A.B. de C.V.,Consumer Staples,NYSE,0,Large cap,41719852571
CMG,CMG,Chipotle Mexican Grill,Consumer Discretionary,NYSE,1,Large cap,41493056220
HMC,HMC,Honda Motor Company Ltd.,Industrials,NYSE,0,Large cap,41287303221
A,A,Agilent Technologies,Health Care,NYSE,1,Large cap,41226590866
YUM,YUM,Yum! Brands,Consumer Discretionary,NYSE,1,Large cap,41142567575
MSCI,MSCI,MSCI Inc.,Financials,NYSE,1,Large cap,40942459000
BTSGU,BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,Health Care,NASDAQ,0,Large cap,40890980201
KDP,KDP,Keurig Dr Pepper,Consumer Staples,NASDAQ,1,Large cap,40830389725
COIN,COIN,Coinbase,Financials,NASDAQ,1,Large cap,40525351373
SYY,SYY,Sysco,Consumer Staples,NYSE,1,Large cap,40306012028
ESLT,ESLT,Elbit Systems Ltd.,Industrials,NASDAQ,0,Large cap,39957684698
WAT,WAT,Waters Corporation,Health Care,NYSE,1,Large cap,39947896965
ED,ED,Consolidated Edison,Utilities,NYSE,1,Large cap,39793837546
ROP,ROP,Roper Technologies,Information Technology,NASDAQ,1,Large cap,39782876567
CCL,CCL,Carnival Corporation,Consumer Discretionary,NYSE,1,Large cap,39706127960
IQV,IQV,IQVIA,Health Care,NYSE,1,Large cap,39290020000
RKT,RKT,Rocket Companies Inc.,Financials,NYSE,0,Large cap,38819775786
HIG,HIG,Hartford (The),Financials,NYSE,1,Large cap,38810540447
MSTR,MSTR,Strategy Inc,Information Technology,NASDAQ,0,Large cap,38426417358
TEAM,TEAM,Atlassian Corporation,Information Technology,NASDAQ,0,Large cap,37829175188
PEG,PEG,Public Service Enterprise Group,Utilities,NYSE,1,Large cap,37710459470
STLD,STLD,Steel Dynamics,Materials,NASDAQ,1,Large cap,37616456696
VEEV,VEEV,Veeva Systems,Health Care,NYSE,1,Large cap,37612403928
BIDU,BIDU,Baidu Inc. ADS,Information Technology,NASDAQ,0,Large cap,37329119219
EXPE,EXPE,Expedia Group,Consumer Discretionary,NASDAQ,1,Large cap,37288458882
NTAP,NTAP,NetApp,Information Technology,NASDAQ,1,Large cap,37190317903
KVUE,KVUE,Kenvue,Consumer Staples,NYSE,1,Large cap,36921766686
ADM,ADM,Archer Daniels Midland,Consumer Staples,NYSE,1,Large cap,36913284462
VMC,VMC,Vulcan Materials Company,Materials,NYSE,1,Large cap,36889771206
HSY,HSY,Hershey Company (The),Consumer Staples,NYSE,1,Large cap,36638793554
TWLO,TWLO,Twilio Inc.,Information Technology,NYSE,0,Large cap,36619996941
CLS,CLS,Celestica Inc.,Industrials,NYSE,0,Large cap,36541902598
BAP,BAP,Credicorp Ltd.,Financials,NYSE,0,Large cap,36519349917
KMB,KMB,Kimberly-Clark,Consumer Staples,NASDAQ,1,Large cap,36477268888
MTB,MTB,M&T Bank,Financials,NYSE,1,Large cap,36169052818
PUK,PUK,Prudential Public Limited Company,Financials,NYSE,0,Large cap,36131078923
IRM,IRM,Iron Mountain,Real Estate,NYSE,1,Large cap,36066695674
EME,EME,Emcor,Industrials,NYSE,1,Large cap,36033378127
ALC,ALC,Alcon Inc.,Health Care,NYSE,0,Large cap,35883457000
JBL,JBL,Jabil,Information Technology,NYSE,1,Large cap,35755450509
HBAN,HBAN,Huntington Bancshares,Financials,NASDAQ,1,Large cap,35458280196
PPLC,PPLC,PPL Corporation Corporate Units,Utilities,NYSE,0,Large cap,35413131539
TKO,TKO,TKO Group Holdings,Communication Services,NYSE,1,Large cap,35310157657
WEC,WEC,WEC Energy Group,Utilities,NYSE,1,Large cap,35071169092
KR,KR,Kroger,Consumer Staples,NYSE,1,Large cap,34755480308
UI,UI,Ubiquiti Inc.,Information Technology,NYSE,0,Large cap,34271841073
RJF,RJF,Raymond James Financial,Financials,NYSE,1,Large cap,33963383694
NTRS,NTRS,Northern Trust,Financials,NASDAQ,1,Large cap,33938273632
IR,IR,Ingersoll Rand,Industrials,NYSE,1,Large cap,33744310340
QSR,QSR,Restaurant Brands International Inc.,Consumer Discretionary,NYSE,0,Large cap,33718733098
ACGL,ACGL,Arch Capital Group,Financials,NASDAQ,1,Large cap,33604244328
SUNB,SUNB,Sunbelt Rentals Holdings Inc.,Industrials,NYSE,0,Large cap,33223388151
KGC,KGC,Kinross Gold Corporation,Materials,NYSE,0,Large cap,33004924000
CHT,CHT,Chunghwa Telecom Co. Ltd.,Information Technology,NYSE,0,Large cap,32984662688
MLM,MLM,Martin Marietta Materials,Materials,NYSE,1,Large cap,32950317300
VG,VG,Venture Global Inc.,Utilities,NYSE,0,Large cap,32942587478
TPR,TPR,"Tapestry, Inc.",Consumer Discretionary,NYSE,1,Large cap,32803979765
RPRX,RPRX,Royalty Pharma plc,Health Care,NASDAQ,0,Large cap,32642818351
TECK,TECK,Teck Resources Ltd,Materials,NYSE,0,Large cap,32539911910
CNC,CNC,Centene Corporation,Health Care,NYSE,1,Large cap,32490051150
GEHC,GEHC,GE HealthCare,Health Care,NASDAQ,1,Large cap,32417522306
EQT,EQT,EQT Corporation,Energy,NYSE,1,Large cap,32332922040
CCI,CCI,Crown Castle,Real Estate,NYSE,1,Large cap,32160176634
MDB,MDB,MongoDB Inc.,Information Technology,NASDAQ,0,Large cap,32076252488
TDY,TDY,Teledyne Technologies,Information Technology,NYSE,1,Large cap,32045676745
WTW,WTW,Willis Towers Watson,Financials,NASDAQ,1,Large cap,32024101316
DXCM,DXCM,Dexcom,Health Care,NASDAQ,1,Large cap,31981324834
EL,EL,Estée Lauder Companies (The),Consumer Staples,NYSE,1,Large cap,31964580740
ON,ON,ON Semiconductor,Information Technology,NASDAQ,1,Large cap,31600432394
EXR,EXR,Extra Space Storage,Real Estate,NYSE,1,Large cap,31593249703
CQP,CQP,Cheniere Energy Partners LP Common Units,Utilities,NYSE,0,Large cap,31323142299
RDDT,RDDT,Reddit Inc.,Information Technology,NYSE,0,Large cap,31110515667
ATI,ATI,ATI Inc.,Materials,NYSE,0,Large cap,31093422088
NTR,NTR,Nutrien Ltd.,Materials,NYSE,0,Large cap,31048007050
CASY,CASY,Casey's,Consumer Staples,NASDAQ,1,Large cap,30860248030
RMD,RMD,ResMed,Health Care,NYSE,1,Large cap,30743250025
BIIB,BIIB,Biogen,Health Care,NASDAQ,1,Large cap,30723966344
ZM,ZM,Zoom Communications Inc.,Information Technology,NASDAQ,0,Large cap,30642766781
CFG,CFG,Citizens Financial Group,Financials,NYSE,1,Large cap,30606917184
ZTS,ZTS,Zoetis,Health Care,NYSE,1,Large cap,30461115054
AEE,AEE,Ameren,Utilities,NYSE,1,Large cap,30131619439
KHC,KHC,Kraft Heinz,Consumer Staples,NASDAQ,1,Large cap,30025057553
GFS,GFS,GlobalFoundries Inc.,Information Technology,NASDAQ,0,Large cap,30007582616
BSP,BSP,Bending Spoons S.p.A.,Information Technology,NASDAQ,0,Large cap,29938913452
P,P,Everpure Inc.,Information Technology,NYSE,0,Large cap,29933064127
WSM,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,NYSE,1,Large cap,29646241718
LVS,LVS,Las Vegas Sands,Consumer Discretionary,NYSE,1,Large cap,29645283192
VICI,VICI,Vici Properties,Real Estate,NYSE,1,Large cap,29442814008
ALNY,ALNY,Alnylam Pharmaceuticals Inc.,Health Care,NASDAQ,0,Large cap,29330958666
SYF,SYF,Synchrony Financial,Financials,NYSE,1,Large cap,29240002697
CPNG,CPNG,Coupang Inc.,Consumer Discretionary,NYSE,0,Large cap,29173614923
DTE,DTE,DTE Energy,Utilities,NYSE,1,Large cap,29105278211
Q,Q,Qnity Electronics,Information Technology,NYSE,1,Large cap,28870778934
ATO,ATO,Atmos Energy,Utilities,NYSE,1,Large cap,28760161835
FTS,FTS,Fortis Inc.,Utilities,NYSE,0,Large cap,28661490000
MTD,MTD,Mettler Toledo,Health Care,NYSE,1,Large cap,28641459628
LPLA,LPLA,LPL Financial Holdings Inc.,Financials,NASDAQ,0,Large cap,28554316623
TSEM,TSEM,Tower Semiconductor Ltd.,Information Technology,NASDAQ,0,Large cap,28487170111
DOV,DOV,Dover Corporation,Industrials,NYSE,1,Large cap,28435035904
INSM,INSM,Insmed Incorporated,Health Care,NASDAQ,0,Large cap,28416246326
ILMN,ILMN,Illumina Inc.,Health Care,NASDAQ,0,Large cap,28381960000
CRS,CRS,Carpenter Technology Corporation,Materials,NYSE,0,Large cap,28353591344
OTIS,OTIS,Otis Worldwide,Industrials,NYSE,1,Large cap,28165724393
XYL,XYL,Xylem Inc.,Industrials,NYSE,1,Large cap,28093133220
FISV,FISV,Fiserv,Financials,NASDAQ,1,Large cap,27947841406
DG,DG,Dollar General,Consumer Staples,NYSE,1,Large cap,27924063644
ASTS,ASTS,AST SpaceMobile Inc.,Information Technology,NASDAQ,0,Large cap,27921681710
PBA,PBA,Pembina Pipeline Corp.,Energy,NYSE,0,Large cap,27623862500
HPQ,HPQ,HP Inc.,Information Technology,NYSE,1,Large cap,27481406835
FE,FE,FirstEnergy,Utilities,NYSE,1,Large cap,27468037572
CPRT,CPRT,Copart,Industrials,NASDAQ,1,Large cap,27459568556
FTI,FTI,TechnipFMC plc,Energy,NYSE,0,Large cap,27302484693
ZS,ZS,Zscaler Inc.,Information Technology,NASDAQ,0,Large cap,27277162677
ES,ES,Eversource Energy,Utilities,NYSE,1,Large cap,27244884957
AER,AER,AerCap Holdings N.V.,Industrials,NYSE,0,Large cap,27164516081
HUBB,HUBB,Hubbell Incorporated,Industrials,NYSE,1,Large cap,27155413168
CINF,CINF,Cincinnati Financial,Financials,NASDAQ,1,Large cap,27144127039
RBLX,RBLX,Roblox Corporation,Information Technology,NYSE,0,Large cap,26996266810
FOXA,FOXA,Fox Corporation (Class A),Communication Services,NASDAQ,1,Large cap,26904529749
AWK,AWK,American Water Works,Utilities,NYSE,1,Large cap,26890019502
FSLR,FSLR,First Solar,Information Technology,NASDAQ,1,Large cap,26872820489
RF,RF,Regions Financial Corporation,Financials,NYSE,1,Large cap,26821718879
CNP,CNP,CenterPoint Energy,Utilities,NYSE,1,Large cap,26796741316
AVB,AVB,AvalonBay Communities,Real Estate,NYSE,1,Large cap,26781757961
PPL,PPL,PPL Corporation,Utilities,NYSE,1,Large cap,26678343837
NVT,NVT,nVent Electric plc,Industrials,NYSE,0,Large cap,26656383974
PPG,PPG,PPG Industries,Materials,NYSE,1,Large cap,26613756000
VRSN,VRSN,Verisign,Information Technology,NASDAQ,1,Large cap,26598768000
WRB,WRB,W. R. Berkley Corporation,Financials,NYSE,1,Large cap,26579891076
HAL,HAL,Halliburton,Energy,NYSE,1,Large cap,26568527404
EIX,EIX,Edison International,Utilities,NYSE,1,Large cap,26405935239
DGX,DGX,Quest Diagnostics,Health Care,NYSE,1,Large cap,26307490356
PHG,PHG,Koninklijke Philips N.V. NY Registry Shares,Health Care,NYSE,0,Large cap,26272510357
ROIV,ROIV,Roivant Sciences Ltd.,Health Care,NASDAQ,0,Large cap,26261757373
ECHO,ECHO,EchoStar,Communication Services,NASDAQ,1,Large cap,26155783348
SN,SN,SharkNinja Inc.,Consumer Discretionary,NYSE,0,Large cap,26134490327
CTSH,CTSH,Cognizant,Information Technology,NASDAQ,1,Large cap,25977117533
LH,LH,Labcorp,Health Care,NYSE,1,Large cap,25884687000
AMRZ,AMRZ,Amrize Ltd,Industrials,NYSE,0,Large cap,25816947444
OKTA,OKTA,Okta Inc.,Information Technology,NASDAQ,0,Large cap,25779108377
FWONK,FWONK,Liberty Media Corporation Series C Liberty Formula One,Industrials,NASDAQ,0,Large cap,25774797068
FCNCA,FCNCA,First Citizens BancShares Inc.,Financials,NASDAQ,0,Large cap,25705585949
CPAY,CPAY,Corpay,Financials,NYSE,1,Large cap,25683312452
CW,CW,Curtiss-Wright Corporation,Industrials,NYSE,0,Large cap,25545553729
SW,SW,Smurfit Westrock,Materials,NYSE,1,Large cap,25323965998
JBHT,JBHT,J.B. Hunt,Industrials,NASDAQ,1,Large cap,25218039420
AFRM,AFRM,Affirm Holdings Inc.,Financials,NASDAQ,0,Large cap,25201117016
DLTR,DLTR,Dollar Tree,Consumer Staples,NASDAQ,1,Large cap,25155653569
EQR,EQR,Equity Residential,Real Estate,NYSE,1,Large cap,25147521512
ARXS,ARXS,Arxis Inc.,Industrials,NASDAQ,0,Large cap,25044287456
VRSK,VRSK,Verisk Analytics,Industrials,NASDAQ,1,Large cap,24966526222
WST,WST,West Pharmaceutical Services,Health Care,NYSE,1,Large cap,24917946051
PHM,PHM,PulteGroup,Consumer Discretionary,NYSE,1,Large cap,24912442566
NRG,NRG,NRG Energy,Utilities,NYSE,1,Large cap,24832164357
CHD,CHD,Church & Dwight,Consumer Staples,NYSE,1,Large cap,24488931359
INCY,INCY,Incyte,Health Care,NASDAQ,1,Large cap,24437240258
DRI,DRI,Darden Restaurants,Consumer Discretionary,NYSE,1,Large cap,24385306653
TROW,TROW,T. Rowe Price,Financials,NASDAQ,1,Large cap,24322273217
SYM,SYM,Symbotic Inc.,Industrials,NASDAQ,0,Large cap,24300932627
ULTA,ULTA,Ulta Beauty,Consumer Discretionary,NASDAQ,1,Large cap,24295409112
PFG,PFG,Principal Financial Group,Financials,NASDAQ,1,Large cap,24279466289
KEY,KEY,KeyCorp,Financials,NYSE,1,Large cap,24255832032
TW,TW,Tradeweb Markets Inc.,Financials,NASDAQ,0,Large cap,24015980246
USFD,USFD,US Foods Holding Corp.,Consumer Discretionary,NYSE,0,Large cap,23977733905
VLTO,VLTO,Veralto,Industrials,NYSE,1,Large cap,23974637449
FOX,FOX,Fox Corporation (Class B),Communication Services,NASDAQ,1,Large cap,23963225544
ONON,ONON,On Holding AG,Consumer Discretionary,NYSE,0,Large cap,23961219489
BRO,BRO,Brown & Brown,Financials,NYSE,1,Large cap,23901217801
IOT,IOT,Samsara Inc.,Information Technology,NYSE,0,Large cap,23821188152
XPO,XPO,XPO Inc.,Industrials,NYSE,0,Large cap,23719376080
MTSI,MTSI,MACOM Technology Solutions Holdings Inc.,Information Technology,NASDAQ,0,Large cap,23714252475
MRNA,MRNA,Moderna,Health Care,NASDAQ,1,Large cap,23622787552
L,L,Loews Corporation,Financials,NYSE,1,Large cap,23617534492
SOFI,SOFI,SoFi Technologies Inc.,Financials,NASDAQ,0,Large cap,23576783256
FWONA,FWONA,Liberty Media Corporation Series A Liberty Formula One,Industrials,NASDAQ,0,Large cap,23546912324
RL,RL,Ralph Lauren Corporation,Consumer Discretionary,NYSE,1,Large cap,23540500333
TPL,TPL,Texas Pacific Land Corporation,Energy,NYSE,1,Large cap,23496225764
OMC,OMC,Omnicom Group,Communication Services,NYSE,1,Large cap,23385250227
ENTG,ENTG,Entegris Inc.,Industrials,NASDAQ,0,Large cap,23237824000
MKL,MKL,Markel Group Inc.,Financials,NYSE,0,Large cap,23231790748
EXPD,EXPD,Expeditors International,Industrials,NYSE,1,Large cap,23230624058
BURL,BURL,Burlington Stores Inc.,Consumer Discretionary,NYSE,0,Large cap,23223156326
STZ,STZ,Constellation Brands,Consumer Staples,NYSE,1,Large cap,23184880200
STE,STE,Steris,Health Care,NYSE,1,Large cap,23177662113
RIVN,RIVN,Rivian Automotive Inc.,Industrials,NASDAQ,0,Large cap,23165770080
UTHR,UTHR,United Therapeutics Corporation,Health Care,NASDAQ,0,Large cap,23111220477
LUV,LUV,Southwest Airlines,Industrials,NYSE,1,Large cap,23017245857
PKG,PKG,Packaging Corporation of America,Materials,NYSE,1,Large cap,22812817578
GPN,GPN,Global Payments,Financials,NYSE,1,Large cap,22788935747
GH,GH,Guardant Health Inc.,Health Care,NASDAQ,0,Large cap,22609370722
ROKU,ROKU,Roku Inc.,Communication Services,NASDAQ,0,Large cap,22596522699
BEP,BEP,Brookfield Re,Utilities,NYSE,0,Large cap,22582600990
FFIV,FFIV,"F5, Inc.",Information Technology,NASDAQ,1,Large cap,22580675227
FICO,FICO,Fair Isaac,Information Technology,NYSE,1,Large cap,22491777089
CMS,CMS,CMS Energy,Utilities,NYSE,1,Large cap,22273383970
FTAI,FTAI,FTAI Aviation Ltd.,Industrials,NASDAQ,0,Large cap,22209381358
AMCR,AMCR,Amcor,Materials,NYSE,1,Large cap,22127864723
FIS,FIS,Fidelity National Information Services,Financials,NYSE,1,Large cap,22056742070
IP,IP,International Paper,Materials,NYSE,1,Large cap,22019516234
IFF,IFF,International Flavors & Fragrances,Materials,NYSE,1,Large cap,21914830322
MTZ,MTZ,MasTec Inc.,Industrials,NYSE,0,Large cap,21879886132
SITM,SITM,SiTime Corporation,Information Technology,NASDAQ,0,Large cap,21726138820
FDXF,FDXF,FedEx Freight,Industrials,NYSE,1,Large cap,21644244933
RS,RS,Reliance Inc.,Industrials,NYSE,0,Large cap,21641004773
PAAS,PAAS,Pan American Silver Corp.,Materials,NYSE,0,Large cap,21585340558
SNA,SNA,Snap-on,Industrials,NYSE,1,Large cap,21536588077
EXE,EXE,Expand Energy,Energy,NASDAQ,1,Large cap,21492811771
EFX,EFX,Equifax,Industrials,NYSE,1,Large cap,21448042614
WWD,WWD,Woodward Inc.,Industrials,NASDAQ,0,Large cap,21427137620
LEN,LEN,Lennar,Consumer Discretionary,NYSE,1,Large cap,21242133622
BCE,BCE,BCE Inc.,Information Technology,NYSE,0,Large cap,21214962337
DOW,DOW,Dow Inc.,Materials,NYSE,1,Large cap,21193476461
WIT,WIT,Wipro Limited,Information Technology,NYSE,0,Large cap,21186593165
THC,THC,Tenet Healthcare Corporation,Health Care,NYSE,0,Large cap,21106445470
BCH,BCH,Banco De Chile ADS,Financials,NYSE,0,Large cap,20920637517
BG,BG,Bunge Global,Consumer Staples,NYSE,1,Large cap,20821870551
MKSI,MKSI,MKS Inc.,Industrials,NASDAQ,0,Large cap,20600283904
SQM,SQM,Sociedad Quimica y Minera S.A.,Materials,NYSE,0,Large cap,20551640286
AS,AS,Amer Sports Inc.,Consumer Discretionary,NYSE,0,Large cap,20544466537
INIO,INIO,INNIO N.V.,Industrials,NASDAQ,0,Large cap,20512500000
NI,NI,NiSource,Utilities,NYSE,1,Large cap,20434055861
TSN,TSN,Tyson Foods,Consumer Staples,NYSE,1,Large cap,20418559756
SNX,SNX,TD SYNNEX Corporation,Information Technology,NYSE,0,Large cap,20183188180
FN,FN,Fabrinet,Information Technology,NYSE,0,Large cap,20149929181
TOST,TOST,Toast Inc.,Information Technology,NYSE,0,Large cap,19929440000
GIS,GIS,General Mills,Consumer Staples,NYSE,1,Large cap,19688502728
SBAC,SBAC,SBA Communications,Real Estate,NASDAQ,1,Large cap,19518777019
RGLD,RGLD,Royal Gold Inc.,Materials,NASDAQ,0,Large cap,19512529132
WES,WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Energy,NYSE,0,Large cap,19262199526
LYB,LYB,LyondellBasell,Materials,NYSE,1,Large cap,19249831560
DD,DD,DuPont,Industrials,NYSE,1,Large cap,19239572648
EVRG,EVRG,Evergy,Utilities,NASDAQ,1,Large cap,19220176025
VTRS,VTRS,Viatris,Health Care,NASDAQ,1,Large cap,19133600105
ITT,ITT,ITT Inc.,Industrials,NYSE,0,Large cap,19053822000
BR,BR,Broadridge Financial Solutions,Industrials,NYSE,1,Large cap,18984629367
U,U,Unity Software Inc.,Information Technology,NYSE,0,Large cap,18771004871
SMCI,SMCI,Supermicro,Information Technology,NASDAQ,1,Large cap,18722157345
GPC,GPC,Genuine Parts Company,Consumer Discretionary,NYSE,1,Large cap,18697918978
DKS,DKS,Dick's Sporting Goods Inc,Consumer Discretionary,NYSE,0,Large cap,18691709827
MGA,MGA,Magna International Inc.,Consumer Discretionary,NYSE,0,Large cap,18677367785
FTV,FTV,Fortive,Industrials,NYSE,1,Large cap,18637472279
RCI,RCI,Rogers Communication Inc.,Communication Services,NYSE,0,Large cap,18621530863
SSNC,SSNC,SS&C Technologies Holdings Inc.,Information Technology,NASDAQ,0,Large cap,18591715333
RBRK,RBRK,Rubrik Inc.,Information Technology,NYSE,0,Large cap,18538978940
ESS,ESS,Essex Property Trust,Real Estate,NYSE,1,Large cap,18515737276
TPG,TPG,TPG Inc.,Financials,NASDAQ,0,Large cap,18514240346
OWL,OWL,Blue Owl Capital Inc.,Financials,NYSE,0,Large cap,18506424687
LSCC,LSCC,Lattice Semiconductor Corporation,Information Technology,NASDAQ,0,Large cap,18468196268
WY,WY,Weyerhaeuser,Real Estate,NYSE,1,Large cap,18436426880
ZBH,ZBH,Zimmer Biomet,Health Care,NYSE,1,Large cap,18415723873
CHTR,CHTR,Charter Communications,Communication Services,NASDAQ,1,Large cap,18198166954
AEG,AEG,Aegon Ltd.,Financials,NYSE,0,Large cap,18192298360
ROL,ROL,"Rollins, Inc.",Industrials,NYSE,1,Large cap,18158427547
TSCO,TSCO,Tractor Supply,Consumer Discretionary,NASDAQ,1,Large cap,18124978729
PFGC,PFGC,Performance Food Group Company,Consumer Discretionary,NYSE,0,Large cap,18049623880
EWBC,EWBC,East West Bancorp Inc.,Financials,NASDAQ,0,Large cap,18042407705
APG,APG,APi Group Corporation,Industrials,NYSE,0,Large cap,18029727591
LNT,LNT,Alliant Energy,Utilities,NASDAQ,1,Large cap,17986579570
RBC,RBC,RBC Bearings Incorporated,Industrials,NYSE,0,Large cap,17958706726
INVH,INVH,Invitation Homes,Real Estate,NYSE,1,Large cap,17937227374
CDE,CDE,Coeur Mining Inc.,Materials,NYSE,0,Large cap,17875789615
BIP,BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Industrials,NYSE,0,Large cap,17868938044
ZBRA,ZBRA,Zebra Technologies,Information Technology,NASDAQ,1,Large cap,17811990383
NWS,NWS,News Corp (Class B),Communication Services,NASDAQ,1,Large cap,17764647362
WCC,WCC,WESCO International Inc.,Information Technology,NYSE,0,Large cap,17726088314
RBA,RBA,RB Global Inc.,Industrials,NYSE,0,Large cap,17703168000
CF,CF,CF Industries,Materials,NYSE,1,Large cap,17567507482
JHX,JHX,James Hardie Industries plc.,Industrials,NYSE,0,Large cap,17543580497
GEN,GEN,Gen Digital,Information Technology,NASDAQ,1,Large cap,17460492986
CHRW,CHRW,C.H. Robinson,Industrials,NASDAQ,1,Large cap,17451151126
NLY,NLY,Annaly Capital Management Inc.,Real Estate,NYSE,0,Large cap,17365580744
GIB,GIB,CGI Inc.,Industrials,NYSE,0,Large cap,17331337596
IEX,IEX,IDEX Corporation,Industrials,NYSE,1,Large cap,17284366816
BBY,BBY,Best Buy,Consumer Discretionary,NYSE,1,Large cap,17282904332
NDSN,NDSN,Nordson Corporation,Industrials,NASDAQ,1,Large cap,17278692854
LDOS,LDOS,Leidos,Industrials,NYSE,1,Large cap,17263963192
CG,CG,The Carlyle Group Inc.,Financials,NASDAQ,0,Large cap,17203177866
CX,CX,Cemex S.A.B. de C.V. Sponsored ADR,Industrials,NYSE,0,Large cap,17175329583
BEN,BEN,Franklin Resources,Financials,NYSE,1,Large cap,17157757251
KSPI,KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Other,NASDAQ,0,Large cap,17096811890
NVR,NVR,"NVR, Inc.",Consumer Discretionary,NYSE,1,Large cap,17028828480
J,J,Jacobs Solutions,Industrials,NYSE,1,Large cap,16978791298
CDW,CDW,CDW Corporation,Information Technology,NASDAQ,1,Large cap,16978616625
NTNX,NTNX,Nutanix Inc.,Information Technology,NASDAQ,0,Large cap,16940986299
CRCL,CRCL,Circle Internet Group Inc.,Financials,NYSE,0,Large cap,16925904986
PR,PR,Permian Resources Corporation,Energy,NYSE,0,Large cap,16871355699
BALL,BALL,Ball Corporation,Materials,NYSE,1,Large cap,16795428002
OVV,OVV,Ovintiv Inc. (DE),Energy,NYSE,0,Large cap,16781072000
QXO,QXO,QXO Inc.,Consumer Discretionary,NYSE,0,Large cap,16766000000
YUMC,YUMC,Yum China Holdings Inc.,Consumer Discretionary,NYSE,0,Large cap,16759197574
H,H,Hyatt Hotels Corporation,Consumer Discretionary,NYSE,0,Large cap,16746810355
STRL,STRL,Sterling Infrastructure Inc.,Industrials,NASDAQ,0,Large cap,16733754657
JLL,JLL,Jones Lang LaSalle Incorporated,Real Estate,NYSE,0,Large cap,16672271413
TLN,TLN,Talen Energy Corporation,Utilities,NASDAQ,0,Large cap,16660266997
JAZZ,JAZZ,Jazz Pharmaceuticals plc,Health Care,NASDAQ,0,Large cap,16654483875
NBIX,NBIX,Neurocrine Biosciences Inc.,Health Care,NASDAQ,0,Large cap,16610492667
FLUT,FLUT,Flutter Entertainment plc,Information Technology,NYSE,0,Large cap,16596658740
IONQ,IONQ,IonQ Inc.,Information Technology,NYSE,0,Large cap,16584383790
BSAC,BSAC,Banco Santander - Chile ADS,Financials,NYSE,0,Large cap,16564414546
BBIO,BBIO,BridgeBio Pharma Inc.,Health Care,NASDAQ,0,Large cap,16533386665
MEDP,MEDP,Medpace Holdings Inc.,Health Care,NASDAQ,0,Large cap,16486577259
KIM,KIM,Kimco Realty,Real Estate,NYSE,1,Large cap,16407508064
WPC,WPC,W. P. Carey Inc. REIT,Real Estate,NYSE,0,Large cap,16359530081
LAMR,LAMR,Lamar Advertising Company,Real Estate,NASDAQ,0,Large cap,16330388004
TIGO,TIGO,Millicom International Cellular S.A.,Information Technology,NASDAQ,0,Large cap,16268214496
CLH,CLH,Clean Harbors Inc.,Industrials,NYSE,0,Large cap,16267446216
RGA,RGA,Reinsurance Group of America Incorporated,Financials,NYSE,0,Large cap,16137857442
PAA,PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,Energy,NASDAQ,0,Large cap,16093177689
AKAM,AKAM,Akamai Technologies,Information Technology,NASDAQ,1,Large cap,16070907754
KEP,KEP,Korea Electric Power Corporation,Utilities,NYSE,0,Large cap,16036262643
PTC,PTC,PTC Inc.,Information Technology,NASDAQ,1,Large cap,16027459812
STLA,STLA,Stellantis N.V.,Industrials,NYSE,0,Large cap,15994107242
HST,HST,Host Hotels & Resorts,Real Estate,NASDAQ,1,Large cap,15950838454
ASND,ASND,Ascendis Pharma A/S,Health Care,NASDAQ,0,Large cap,15829649777
PNFP,PNFP,Pinnacle Financial Partners Inc.,Financials,NYSE,0,Large cap,15818471155
ULS,ULS,UL Solutions Inc.,Health Care,NYSE,0,Large cap,15790456110
SWK,SWK,Stanley Black & Decker,Industrials,NYSE,1,Large cap,15689118833
NXT,NXT,Nextpower Inc.,Information Technology,NASDAQ,0,Large cap,15667590235
MAA,MAA,Mid-America Apartment Communities,Real Estate,NYSE,1,Large cap,15658323317
NWSA,NWSA,News Corp (Class A),Communication Services,NASDAQ,1,Large cap,15613181595
MAIR,MAIR,Madison Air Solutions Corporation,Industrials,NYSE,0,Large cap,15598556007
BWXT,BWXT,BWX Technologies Inc.,Industrials,NYSE,0,Large cap,15566574402
EMA,EMA,Emera Incorporated,Utilities,NYSE,0,Large cap,15547948097
ALB,ALB,Albemarle Corporation,Materials,NYSE,1,Large cap,15471643023
GFL,GFL,GFL Environmental Inc. Subordinate voting shares no par value,Industrials,NYSE,0,Large cap,15451781470
TU,TU,Telus Corporation,Information Technology,NYSE,0,Large cap,15445080000
CSL,CSL,Carlisle Companies Incorporated,Materials,NYSE,0,Large cap,15388829396
